local:zero-cofactor-pruning	Remove a block with zero collected companion cofactors
lem:independent-quadratic-filtered-quotient	R jointly independent affine factor pairs have filtered Boolean quotient counted by (1+2z)^R(1+z)^(v-2R), with explicit dimension decay
lem:combined-quadratic-affine-kernel	One cube-volume kernel simultaneously handles high independent-pair tuples and all high-affine branches of the remaining tuples
thm:combined-rank-two-source-exclusion	Every polynomial-inventory complete binary two-level rank-two-bottom family excludes polylog-degree PC refutations at any common accuracy
ex:combined-quadratic-source-checks	42 exact NS certificates, 448 conditional models, quotient enumerations, cube counts and placements, and integer parameter controls check the combined proof
lem:rank-three-bottom-normalization	Proper binary affine bottoms of rank at most three become individual cubic-or-lower flat indicators at factor two for h=1 and no degree loss for h>=2
lem:flat-indicator-branch-closure	Conditioning that leaves homogeneous factor rank r makes an individual indicator zero or an indicator of rank at most r
lem:independent-triple-filtered-quotient	Independent cubic products have filtered quotient counted by ((1+z)^3-z^3)^R times the unused-variable factor
thm:rank-three-complete-source-exclusion	Complete binary two-level families with rank-at-most-three affine bottoms exclude polylog-degree refutations at polynomial inventory
ex:rank-three-source-exact-controls	596 exact NS certificates, 512 branch patterns, 14336 conditional models, triple quotient tables, and integer parameter controls verify the rank-three interfaces
obs:quadratic-sum-flat-span-obstruction	Sums ab+cd already leave the flat-indicator class, and disjoint such inputs span no nonzero flat indicator
lem:independent-probe-monomial-reduction	Independent affine-probe groups supply a small linear reduction image for actual nonfactorable input functions
thm:bounded-affine-probe-source-exclusion	Fixed probe dimension r and input degree s exclude polylog-degree PC refutations for complete binary one-level families at polynomial inventory
cor:bounded-indicator-sum-source-transfer	Fixed bottom rank b and at most c bottom-product summands per parent input give a complete binary two-level exclusion
ex:bounded-probe-source-checks	522 exact NS certificates, full reduction/evaluation matrices, span controls, actual source models, and integer parameter cases check the bounded-sum interfaces
obs:balanced-bilinear-arity-control	Balanced private bilinear inputs with sqrt(v) arity already admit a sublinear complete telescoping map over each prime
lem:quadratic-leading-pair-kernel-map	Disjoint quadratic leading monomials suffice for a small degree-preserving reduction image over any prime, despite shared lower terms
thm:all-prime-leading-pair-source-exclusion	Complete affine and quadratic families with R=Theta(v) disjoint leading pairs exclude polylog-degree PC refutations at polynomial inventory
cor:shared-tail-unbounded-sum-source	Actual two-level sums u_i*v_i+Q_i(shared tail), with linearly many private heads, have complete all-prime exclusion
ex:leading-pair-source-exact-checks	1569 exact NS certificates, 3664 conditional models, genuine field controls, and nine integer parameter cases test the all-prime leading-pair interfaces
lem:costed-Boolean-pair-kernel	Supplied Boolean certificates for R disjoint binary coordinate pairs give the leading-pair image bound with kernel cost k+c-2
lem:field-product-Boolean-pair-certificates	Coordinates of AB over F_(2^d) certify every binary cross pair through ordinary degree d+2
lem:binary-cyclic-sum-field-decomposition	Cyclic lengths t=2^s-1 give R=t disjoint binary coordinate pairs with cost c=s+2
thm:binary-cyclic-sum-complete-source-exclusion	Complete two-level pure cyclic sums at suitable linear lengths exclude polylog-degree PC refutations
ex:cyclic-source-exact-controls	80 NS certificates, three exact CRT decompositions, rank and component controls, complete source models, and integer parameter cases check the cyclic theorem
obs:disjoint-sums-quadratic-vanishing-ideal	For disjoint q_i=a_i*b_i+c_i*d_i, every quadratic Boolean consequence lies in their constant span, so no independent affine pair is an ideal consequence at any degree
obs:pair-consequence-obstruction-does-not-block-reduction	The same family has disjoint leading terms and remains covered; cubic affine products have explicit degree-three witnesses
criterion:quadratic-kernel-compression-obligation	A small sum of codimensions of degree-controlled input-ideal intersections gives the common binary multiplier and complete weighted replay
ex:quadratic-pair-interface-exact-checks	Full degree-two evaluation matrices recover the exact input-span kernels; six cubic NS witnesses and a single-product control verify the obstruction's scope
lem:conjugate-coordinates-twisted-Boolean-relations	Full binary field-product coordinates diagonalize over the field with exact relations X_j^2=X_(j+1) and matching product coordinates
lem:large-field-reduction-and-binary-descent	Conjugate reduction has binary image dimension at most d*J(v,d,k), with ordinary degree-k kernel witnesses descending to F2
thm:large-binary-field-product-source-exclusion	Complete binary two-level field-product sources with field dimension Theta(v) exclude polylog-degree PC refutations at polynomial inventory
ex:large-field-source-exact-checks	941 ordinary NS certificates, complete binary kernel matrices, all source images, and unital-descent controls test the large-field argument
lem:cyclic-local-Taylor-coordinate-map	Arbitrary binary cyclic lengths decompose into invertible local coefficient coordinates with exact truncated-product images
lem:cyclic-local-domain-and-weighted-heads	Frobenius domains preserve local index, and weights minus index squared yield at least t/2 disjoint leading pairs
lem:arbitrary-cyclic-binary-kernel-descent	Local cyclic reductions give binary degree-k kernel witnesses, also for independent affine operand probes
thm:arbitrary-cyclic-complete-source-exclusion	Complete binary two-level cyclic sources at arbitrary linear lengths exclude polylog-degree refutations
ex:arbitrary-cyclic-source-exact-checks	2717 exact NS certificates, seven local decompositions, and 1600 complete source models check arbitrary cyclic lengths
lem:projected-cyclic-original-input-space	Cyclic quadratic independence identifies the projected input rank and the full affine intersection, including offsets and dependent rows
lem:projected-cyclic-parity-leading-matching	A rank-r cyclic output projection has at least ceil(r/2) disjoint leading pairs after local row reduction
lem:projected-cyclic-low-rank-complete-map	Low quadratic rank is handled by a high-affine-intersection kernel or a complete basis-prefix normalizer
thm:projected-cyclic-complete-source-exclusion	Every binary cyclic output projection with arbitrary affine offsets excludes polylog-degree refutations at polynomial inventory
ex:affine-intersection-original-degree-gap	The stated normalized quadratic input system derives a cubic target at NS degree four and PC degree three, both exact
ex:projected-cyclic-source-exact-checks	2897 exact NS certificates verify projection descent, a complete shared-weight source, mixed accuracies, and original-degree controls
prop:source-profile-rank-inflation	Every coherent binary source has complete profiles over one affine family with inflation equal to the maximum product of rank-to-accuracy factors along dependency paths
audit:depth-uniform-source-route	The full fixed-depth obligation requires a quantitative source invariant; existing rank profiles and repeated square-root deletion do not close the general budget
lem:all-field-approximate-majority-certifier-barrier	A nonzero degree-at-most-a multilinear polynomial meets both radius-a Hamming balls over any field
ex:three-level-approximate-majority-source	A polynomial-size depth-three approximate-majority circuit has a complete three-level ENS evaluation source in the affine-in-selector grammar
thm:universal-Boolean-source-map-obstruction	The approximate-majority source forces deg(W)+deg(sigma(Z)) above v/3 for every Booleanity-valid complete old-only map with Boolean-nonzero weight
thm:Boolean-domain-affine-profile-cost-obstruction	A Boolean-domain-valid approximate-majority representation over one affine family has delta+T*s above v/3
lem:free-parameter-profile-degree-barrier	With input bounds one and no base NS refutation through s+1, q independent Boolean parameters have no joint cost-s profile when s<q
obs:selector-value-domain-and-flat-expansion	Whole-affine-selector expressions are constant on old-input fibers and degree-s expressions expand into bounded XOR sums of affine-flat indicators
ex:profile-certifier-obstruction-checks	A complete 9848-term circuit, 256 old inputs, and six exact interpolation inverses verify the finite certifier obstruction over F2, F3, F5
lem:formal-old-base-input-rigidity	Below old NS refutation degree, old-certified affine-in-selector rewrites preserve constant selector coefficients; formal old targets project to the old affine intersection
audit:PHP-relative-source-interface	Existing compiler and learning interfaces already allow PHP residuals, but no new full-source compression was obtained
lem:signed-row-trade-spanning	Disjoint two-label row trades span every zero-marginal array on r rows and N>=2r columns over every field
lem:matching-class-row-trade-detector	Every nonzero ordinary matching class through t has a degree-at-most-t representative with a nonzero constant signed row difference
thm:affine-level-full-relative-old-preservation	Complete old-affine ENS preserves the transported matching old window through t under the explicit k,B and packing bounds
obs:rank-cutoff-selector-moment-failure	Semantic low-rank moments and zero high-rank moments can violate a genuine codimension-one flat comparison through 4h+1
lem:elementary-matching-row-set-filling	Every reduced (r-2)-cycle in the r-by-N chessboard complex bounds when N>=2r-1
audit:mixed-selector-extension-quantifiers	Full old-moment preservation does not supply a joint selector extension; one compatible normalized choice would suffice for exclusion
obs:source-module-functional-inverse-barrier	A distinguished affine-factor source module has a constant-width semantic inverse over a fixed finite field; this does not control its joint residual certificate
prop:full-costed-source-coupled-marginals	Matching moments indexed by selector support satisfy exactly the displayed old marginals and legal source-module equations
obs:no-conditioning-natural-moment-sections	In the old stable range, adjacent linear moment-extension sections cannot commute with conditioning by every cell of even one row
third-party:finite-augmented-chain-api	Finite F₂ augmented chains, linear boundary, graded support and exact-face coordinate equivalence, including chessboard spaces
third-party:augmented-boundary-squared-zero	Finite F₂ insertion boundary squares to zero, including the augmented graded complex
third-party:augmented-chain-naturality	Injective relabeling, support-preserving chain maps, subcomplex inclusion, inverse transpose, and the all-degree original chessboard boundary/cycle bridge
third-party:chessboard-parameter-arithmetic	Complete H11 arithmetic: chessboard ν bounds, intersection inequality, transpose induction decrease, stable range and signed reduced-degree boundaries
lem:augmented-cone-contraction	Finite F₂ cone homotopy identity and supported cycle filling in every cell count, including augmentation
third-party:chessboard-star-cover	Closed first-row stars are subcomplexes, satisfy cone closure, and cover every (a+1)-by-b board with a+1≤b
def:finite-complex-cover	Finite augmented intersections, covers and nerves defined using common vertices, with empty index face retained
third-party:simplex-boundary-acyclicity	Boundary of a nonempty b-vertex simplex is F₂-exact at k-cell chains for k+1<b, excluding top reduced homology
lem:finite-cover-double-complex	Finite F₂ supported cover double chains, commuting square-zero boundaries, and horizontal exactness in positive vertex count
third-party:chessboard-star-intersections	Intersections of t≥2 first-row stars identify with smaller rectangular boards through augmented chain equivalences and actual filling transport
lem:augmented-subcomplex-relabeling	An injective face correspondence exhausting a subcomplex gives inverse all-degree chain maps and transports every cycle filling
third-party:chessboard-star-nerve	For at least two rows and columns, the first-row star nerve equals the simplex boundary; full intersection has only the empty face; nerve exactness below top and star exactness
third-party:homological-cover-lemma	Finite F₂ homological cover lemma with vertex-nonempty nerve and intersection exactness at card(J)+r≤n implies AcyclicThrough K n
third-party:chessboard-homological-bound	Every positive rectangular chessboard is F₂-exact in cell counts k<ν(a,b), including augmentation
thm:active-window-old-extension-reduction	Costed source-module feasibility is equivalent to joint feasibility in the queried old-moment windows; unused moments then extend independently
cor:full-binary-source-active-window	The full binary compiler with OR costs 3L and target weights at most 2L only queries polynomial weight through D-L
audit:adaptive-query-fixed-distribution-gap	Degree-budgeted old query answers give a favorable design for each fixed tree but not the distribution and rate required by the ENS bridge
thm:finite-polynomial-graph-cover-barrier	A polynomial-system cover of an approximate-majority graph has total equation/output degree above the Hamming-ball radius
lem:finite-cover-NS-combination	NS refutations over Boolean cover branches combine at the sum of branch degree ceilings
audit:proof-specific-pruning-reuse	Zero-cofactor and Booleanity-port removal already cover the proposed abstraction; proper OR comparisons retain supplied companion obligations
obs:matrix-Boolean-normalization-degree	Complete matrix flat normalization requires h(T+1)>=r; the approximate-majority barrier also persists for scalar Boolean-nonzero weights
obs:aggregate-companion-input-cycle	Grouping the actual OR-union companion contributions produces cyclic coefficient dependencies among same-level blocks
lem:affine-boundary-type-certificates	An infeasible type of k old-affine boundary products has an ordinary NS witness through kw+1, or kw for consistent positive equations
thm:comparison-component-boundary-compression	A same-level old-affine comparison component admits internal port witnesses through 2kw over k boundary products; a qualified modular proof transfers through max(1,k)D
cor:one-boundary-affine-comparison-compression	With one proper affine boundary flat, internal values become 0, 1, P, or 1-P without increasing the source degree budget
def:ordinary-polynomial-proof-foundations	Ordinary primitive PC derivations, individually degree-charged NS spaces, and Boolean/unary/compact bases
lem:reuse	Completed-line PC multiplication versus flattened NS degree cost
lem:row-linear-polynomial-space	Ordinary row-linear space has exact dimension sum_j≤k choose(m,j)ℓ^j, degree≤k, and a nonzero maximal-degree coefficient for every nonzero member
lem:ordinary-restriction-dimension	Ordinary degree-k polynomials in d variables have dimension≤choose(d+k,k); affine substitution preserves degree and bounds restriction-image dimension accordingly
lem:substitution	Degree-controlled polynomial substitution and fixed-weight primitive PC replay
lem:binary-degree-controlled-Boolean-reduction	Binary squarefree remainder with original-degree ordinary NS certificate, Boolean-grid vanishing certificate, and q²−q certificate through2degq
third-party:linear-annihilator-extension	Standard normalized subspace separation and compatible annihilator extension
lem:duality	Normalized bounded-degree NS designs and PC annihilators iff absence of the corresponding refutation; NS≤PC
lem:squarefree-forbidden-pair-certificate	A squarefree monomial containing a distinct supplied forbidden pair is one ordinary NS generator multiple through its cardinality
lem:affine-form-polynomial-interface	Finite affine coefficient forms embed faithfully and linearly into ordinary degree-at-most-one polynomials, with evaluation and AffineMap bridges
lem:affine-system-linear-algebra	Proper affine spans have common zeros, vanishing gives constant span witnesses, inconsistency gives a unit certificate; linear parts preserve proper-span independence/rank and nonzero inputs have exact degree one
lem:affine-coordinate-completion	Independent proper affine forms extend to an affine coordinate equivalence; inverse zero-extension parametrizes exactly their zero flat, with n-r free coordinates for r inputs
lem:compact-bit-decoder-coordinates	Explicit ordinary bit-to-unary decoder with polynomial linear left inverse, injectivity, and exact ordinary degree
lem:compact-bit-ordinary-PC-decoder	Original-degree compact axiom-image NS certificates and transfer of arbitrary PC consequences to the functional unary base
lem:functional-matching-normal-form	Degree-nonincreasing linear matching normal form with exact Boolean/exclusion ordinary-NS kernel, original encoding equality and all row-generator identities
lem:fresh-ENS-block-degree	Canonical disjoint fresh ENS factors/products/companions have degree bounds 2,2h,2h+1, with equality for an actual degree-one selected input; injective registry renaming preserves degree
lem:fresh-ENS-scalar-cleanup	Delete a complete fresh ENS block by scalar substitution at the same ordinary PC ceiling when companion images vanish and coefficient constants are idempotent; zero blocks and binary unit-span blocks satisfy these conditions
lem:finite-affine-map-polynomial-bridge	Faithful linear ordinary-polynomial representation of affine maps on arbitrary finite coordinate types
lem:low-rank-ENS-specialization	Rank r≤h(k+1) affine input families admit old coefficient polynomials of degree≤k, exact zero-indicator product of degree≤r and ordinary Boolean NS companion certificates through r+1
lem:finite-affine-map-span-witnesses	Literal constant-coefficient affine-map identities from zero-flat vanishing and inconsistency
lem:simultaneous-affine-family-removal	A degree-D complete affine ENS family refutation yields f in old PC through k(D+1), given literal degree-(k−1) witnesses on every rank>h(k+1) block, h,k≥1 and D≥2h+1
lem:matching-marginal-cycle	On s≥1 rows, compatible lower matching moments form an augmented cycle in cell count s−1 and have checked fillings when N≥2s−1
lem:matching-moment-row-relabeling	Injective row relabeling preserves matching moments and every marginal, and row-set embeddings exhaust their retained rows
lem:prescribed-matching-moment-extension	Arbitrary prescribed matching moments extend through B when N≥2B−1, with bounded ordinary-NS functional extension when N≥1
lem:affine-literal-product-prefix	A product of n affine-literal complements has telescoping coefficients of degree≤n−1
lem:bit-PHP-initial-clause-bridge	Actual usual-CNF falsifying assignments, compact-pair semantic cover, and fixed-registry initial PC values through2h+ℓ
lem:affine-family-removal-with-unit-blocks	Complete weighted affine-family removal permits each high block a unit-span certificate or the existing degree(k−1) literal witness
lem:finite-affine-DAG-registry	A finite affine source DAG admits one compressed registry with3S+initial slots, width≤max(initial width,v+2), exact variable count, and fixed-ceiling PC replay
lem:finite-affine-coordinate-completion	Independent proper affine-map families on any finite coordinate type extend to an affine equivalence with designated input coordinates
lem:coordinate-restriction-ideal	Zero ordinary coordinate restriction gives literal selected-variable coefficients through degree k−1, including k=0
lem:ordinary-affine-restriction-ideal	Binary affine ordinary pullbacks compose and invert; zero free restriction gives literal degree-(k−1) affine coefficients and image dimension≤choose(v−r+k,k)
lem:ordinary-restriction-kernel-bound	The high-rank binomial bound decays by exp(−k²/m); k²≥m log(4M) gives a quarter budget, including the original ceil-square-root choice
lem:disjoint-binary-coordinate-pairs	Disjoint binary coordinate pairs for finite direction families under 4(t−1)<2^ell, exact bit sums and used-label cardinality, and sufficient positive residual-board parameters
lem:binary-cube-degree-drop	Explicit binary cube sums lower ordinary degree by the number of selected groups, vanish below that degree, and transport NS witnesses when each generator has a fixed residual image
lem:proper-affine-block-restriction	Polynomial/affine span rank and unit equivalence, actual rank-sized coordinates and literal original-input coefficients through k−1
lem:common-affine-restriction-kernel	Nonzero row-linear common ordinary kernel at rank>3ℓ(k+1), concrete square/ceil-sqrt-log budget and literal degree-(k−1) witnesses; unit blocks separate
lem:row-cube-coefficient-isolation	A selected-row binary coordinate cube extracts the exact prescribed maximal-row monomial coefficient
lem:row-cube-residual-restriction	Concrete one-hot row-cube restrictions preserve actual functional-unary generators, lower the NS budget by the selected-row count, and commute with decoder coordinates
lem:affine-exclusion-parameter-bounds	Uniform eventual square, packing, and degree room for polynomial inventories and arbitrary fixed polynomial bit-length degree budgets
prop:mixed-prefix-boundary-only-obstruction	Complete mixed OR/literal prefix ports force retention of every prefix when omitted values depend only on retained product values
prop:mixed-prefix-boundary-old-degree-tradeoff	For retained prefix set K, an omitted value at j needs old degree at least j minus its preceding retained index; hence r <= k+(k+1)*delta
audit:weighted-mixed-port-reuse	Nonzero Boolean masks can remove a mixed-port image at its original ordinary NS budget, but the audited tautology-frame application was already covered
obs:scalar-old-component-extension-obstruction	Scalar multiples of a freely chosen old functional cannot satisfy all bit-copy source links on the stated active window; a complete correlated pullback does exist
lem:nondegenerate-old-moment-pairing	In the old stable range, a normalized design over a finite characteristic-two extension has nonsingular degree-t pairing; every active old functional has a degree-t density
ex:orthogonal-density-mixed-port-failure	Nonsingular orthogonal-unit projections violate a legal mixed OR constraint at t=D=5; a corrected density also cannot be multiplied as a Boolean value
lem:prescribed-row-moment-pairing	A normalized old matching design can retain nonzero prescribed masses of one row while its full moment pairing and specified row-predicate ideal pairings are nonsingular
audit:PHP-row-density-correction	The full unary old row coordinates repair the density projection in a complete 65-pigeon, 64-hole source at degree six
lem:Boolean-design-point-support-lower-bound	Every Boolean-point realization of a degree-D design of an unsatisfiable degree-gamma system has at least 2^(D-gamma+1) points; the binary normalized bound is one larger
prop:one-cofactor-large-specialization-span	One genuine ENS factor spans all input products through h under scalar specialization; the binomial Boolean dimension persists in the old matching quotient for diagonal inputs
ex:retained-interface-finite-preservation	Two complete rank-three affine helper extensions preserve the entire 210-expression old/three-product interface through weighted degree five; quotient rank stays 79 and C-AB still needs NS degree six
thm:fresh-block-conservativity-loss-bound	Over F2, a consequence t in the existing variables of one fresh complete block (any rank k, accuracy, input level) lies in the base NS space through min(D+k*delta, max(D+deg t, 2D-w)); M independent blocks cost about (M+1)D by the same method
ex:same-degree-interface-preservation-refuted	With base A, B and the second-level block E on (1+A,1+B), the fresh helper on (x_i+y_i) gains one new consequence at D=7 and ten at D=8, including whole-product relations such as E(g1g2g3+x1x2x3+y1y2y3); each enters the base space at D+1
ex:rank-dependent-fresh-block-loss	Over the base A, B, E=P(1+A,1+B), fresh helpers lose zero degrees at rank two (any count, third-level base too), one at rank three, two at rank four; the rank-three gain is realized by a verified witness with s-free helper cofactors, exactly the sufficient gain criterion
lem:fresh-block-coefficient-criterion	At accuracy one over F2, t is a degree-D consequence of a fresh block iff there are Q^alpha in the input ideal with cofactor degree <= D-e_i-|alpha| such that t+Q^empty and every coefficient polynomial (1+sum_{j in alpha} g_j)Q^alpha+sum_j g_j Q^{alpha minus j} lie in the base space through D-|alpha|
cor:affine-rank-two-same-degree-conservativity	An accuracy-one block on two affine inputs never adds degree-D consequences in the existing variables, over any base with Boolean equations
conj:level-one-fresh-block-conservativity	Over F2, a fresh accuracy-one block with affine inputs adds no degree-D consequence in the existing variables when the base is Boolean equations plus complete accuracy-one affine blocks, at any rank
audit:fresh-block-losses-placement	The one-level theorem dualizes to a weighted-substitution design; the fresh-block losses are finite instances of second-level inputs that are sums of low flat indicators, the recorded composition frontier
obs:third-level-rank-two-map-obstruction	The combined rank-two old-only map does not extend to a general third level: a third-level input reading a low-pair parent with branch rank below v ln(8M)/k is a perturbed-hyperplane indicator that the kernel count cannot absorb, and bottom sums are outside the quotient lemma
obs:middle-rank-frontier	Matching restriction cannot make dense low-rank forms constant on any polynomial residual, and (claim corrected in `cor:polylog-high-threshold-cube-volume`) enlarging the weight degree was said not to lower the high threshold; the open zone is a level-two block of small affine rank reading many distinct low blocks, or a middle-rank block reading any low block
lem:flat-restriction-dimension	The restriction of multilinear polynomials of degree <= k to a flat of codimension r has dimension <= sum_{j<=k} C(v-r,j) <= 2 e^{-rk/v} C(v,k) for k <= (v-r)/3
cor:polylog-high-threshold-cube-volume	In the cube-volume framework with k = floor((n/4-D)/(2D+1)) and D >= max(13, ell), affine tuples of rank >= v ln(16M)/k = O(D ell log M) are clamped by the weight and all others are packed by one-bin telescoping; the survivors on the weight's support are narrow terms
imp:beame-q-matching-switching-lemma	Over qn+1 points, an r-disjunction restricted by a random partial q-matching leaving q ell+1 points has canonical matching decision tree of height >= s with probability < (4 e^q r^{1/q} p^q n^{q-1/q})^s, for 6 <= ell = pn <= (n/r)^{1/q^2}/e
lem:switched-reader-old-image	A matching decision tree of height s that represents and refines a disjunction of terms of size <= r yields a complete old-only image of the ENS block reading those terms: product and coefficient images of degree <= s, companions through r+s, coefficient identity through s, Booleanity through 2s, over point axioms, exclusions, and Boolean equations
cor:literal-term-readers-polylog-images	With ell ~ n^{1/4} r^{-1/4} and s = ceil(log2(2M)), a common restriction gives all M readers of width-r literal terms images with certificates through r + 2 log2(2M), on a residual of Theta(n^{1/4} r^{-1/4}) points
lem:bipartite-matching-switching	On the (n+1) x n board, for an r-disjunction and 1 <= s <= ell <= n-1, the fraction of size-(n-ell) partial matchings whose canonical matching decision tree has height >= s is at most (ell+1)^s sum_{j>=s/2} A^j <= 2((ell+1) sqrt(A))^s, A = 4 r ell (ell+1)/((n-ell+1) ln 2) <= 1/2
lem:bit-term-decoder-image	A conjunction of r bit literals on rho rows decodes, modulo I_r(F^fun), to the sum of the at most n^rho pairwise incompatible unary terms assigning each row a consistent hole
lem:sum-input-switched-image	With inputs that are sums of pairwise incompatible unary terms and a representing, refining tree of height s, full leaf terms as coefficient images give companions and the coefficient identity through r+s and Booleanity through 2s
obs:restriction-family-obstruction	The switching lemma's extension count needs uniform partial matchings, while the weight step needs the compact subcube family with a fixed residual subcube; in that family extensions give ratio C(N,j)(N+1)_j >= 1, and after a uniform restriction the residual is not affine; unary weight fails by ambient dimension mn
lem:subcube-bit-switching	In the slack subcube family Phi_e (N+1+e residual pigeons, e free outside labels, fixed residual subcube of size N), a reader with <= r rows per term and <= w literals per row, w <= l-l_2-1, e >= 2^{w+2} s, has canonical-tree height >= s with probability <= A^s + M r exp(-e 2^{-w-4}), A = 2r(N+e)e(N+e+1)/(n-N-e+1); the tree transfers to the compact family Phi_0; with e=N, N^3 <= n/(48r), w <= log2 N - log2 s - 6, s = ceil(log2(8M)) one restriction serves all readers
ex:fixed-subcube-pinned-rows-refuted	For the fixed subcube Q, the reader OR_i [row i pinned to q_{i mod N}] (n+1 one-row terms of l literals, rank l <= r_high) has, for all but an N^{-1/10} fraction of Phi_0, no matching decision tree of height below N/(2 log2 N + 35) whose leaves falsify every term or contain a satisfied term
obs:subcube-code-obstruction	An extension encoding in any family whose residual holes form a flat gains only from the residual pigeons and can record a residual row only by matching it to a consistent free label outside the flat, so it covers exactly rows with at most about log2(e/s) literals; a uniformly random flat defeats the pinned-row reader and keeps the lemma, leaving row widths between (1/3) log2 n and (c-1/3) log2 n open for M = n^c
lem:random-flat-restriction-preservation	Restricting to a uniformly random affine flat Q of dimension l_2 (live rows uniform, others matched bijectively outside Q) maps degree-d old-bit polynomials to degree <= d in the residual bits, maps Q_n into the ideal of Q_N with certificates through l, and keeps the affine decoder consistent modulo the residual row axiom; the multiplier space, flat count, and cube detector apply verbatim on Q
thm:random-flat-literal-switching	In the random-flat family, a reader whose light part (rows below w_0 literals) satisfies the subcube switching hypotheses has, with probability >= 1 - A^s - M r exp(-e 2^{-w-4}) - M_h r (N+1+e)(N+2r) 2^{-w_0}/n, a tree of height < s whose 1-leaves contain a satisfied term and whose 0-leaves falsify every light term while heavy terms are falsified or vanish modulo residual Booleanity; hence complete switching for sources of size S <= n/(768 s r (N+2r)); refined on 2026-09-18 (`entry-2026-09-18-literal-window`) to (N+1) in place of (N+1+e), giving completeness up to n^{4/3}/polylog and a window from (1/3) log2 n to (c-1) log2 n for S = n^c, c > 4/3
ex:q-skip-tree-encoding-refuted	Making the canonical tree skip terms with a row that has no consistent unused hole of Q breaks the extension encoding: a moved row's consistent outside code label can revive a skipped term for the decoder
lem:hole-query-node-functional	A hole-query node with branches X_{jq} over uncovered pigeons and the empty branch u_q = 1 - sum_j X_{jq} has branch factors summing to one identically, pairwise products zero modulo Boolean and exclusion axioms at degree two, and idempotent u_q; trees with such nodes keep leaf degree <= height, the leaf partition identity, and pairwise incompatibility, so the switched-reader image lemmas extend verbatim without any onto axiom
obs:literal-window-structure	The light range (1/3) log2 n is intrinsic to extension encodings in flat families (the free-set entropy is the gain; a fixed free pool only raises the family ratio); a window term is alive-unsatisfied with a Q-consistent heavy row with probability <= r 4^r (N+1)N/n times the product of its pattern densities, against >= 2^{-2r-1} times the product for satisfaction, so the window matters only for readers with correlated satisfaction events; the sufficient obligation is a bound on >= k_0 alive window terms with distinct heavy rows and no satisfied term (corrected on 2026-09-18 by `ex:random-flat-pigeon-only-refuted`: the holes must also be distinct, and the tree must use hole queries)
ex:random-flat-pigeon-only-refuted	In the random-flat family the single-target reader F_{x*} = OR_i [row i pinned to x*] is, with probability N/n (the event x* in Q), unsatisfied and without any pigeon-only deciding tree of height < N-1, while one hole query at x* decides it; the n readers F_{x*} (size n^2) contain a bad one for every restriction
obs:alive-pair-matching-obligation	For unary heavy rows the alive pinned pairs (residual row, label in Q) form a bipartite graph B; a tree decides the pinned part in height equal to the vertex cover number = matching number nu(B) (König), and no tree does better when no term is satisfied; the readers OR_x [i_0 -> x] and F_{x*} show that distinct holes alone or distinct rows alone do not suffice; dense pinned classes (>= n ln(8SK) pairs) are satisfied by matched edges when their tail is (negative association of a uniform bijection, imported from Joag-Dev and Proschan 1983), sparse classes have few alive pairs in expectation; the missing step is an exponential tail for nu(B) over the random flat
lem:dense-labels-satisfied	Given (Q, R'), if at least Delta_0 = N + 2(n-N) ln(8S)/D* labels have degree >= D* >= 2(N+1) in a unary reader, some term is satisfied by the uniform bijection mu' with probability >= 1 - 1/(8S)
lem:sparse-matching-tail	Alive pinned pairs with labels of degree < D* = k_1(n-k_1)/(2e(N+1)N) have matching number >= k_1 with probability <= 2^{-k_1}, by the symmetric sum of degrees over the flat's N points and the uniform residual set
lem:dense-labels-in-flat	A set D of labels meets a uniformly random flat of size N in >= k_2 points with probability <= |D|^{k_2} (N/n)^{ceil(log2 k_2)+1}
thm:unary-reader-hole-query-switching	In the random-flat family a unary reader has, with probability >= 1 - 1/(8S) - Delta_0^{k_2}(N/n)^{ceil(log2 k_2)+1} - 2^{-k_1}, a pigeon-and-hole-query tree of height <= k_1 + k_2 whose 1-leaves contain a satisfied term and whose 0-leaves falsify or annihilate every term; for S = n^c readers, k_1 = ceil(log2(16S)), k_2 = 2^{c+2}, one restriction serves all unary readers with height O(log S + 2^c); readers with separate light and unary terms are covered with the light encoding
lem:adaptive-heavy-query-rule	In the canonical tree for mixed readers, querying the pigeon when its row has at least two unkilled pairs of B_0 (residual row, label in Q, tails ignored) and otherwise the hole makes every path's heavy queries pairwise distinct in rows and holes, hence at most nu(B_t) with B_t the pairs whose tail is not falsified; the decoder recomputes the rule from the code, so the light encoding applies with heavy queries recorded unmoved
lem:matched-first-preference	Preferring, among non-falsified terms, the earliest whose pinned pair is matched makes every heavy query come from a class with no matched pinned pair, so the heavy queries of a path number at most nu(B_um), the matching number of alive pairs of unmatched classes with non-falsified tails; decoder-computable
obs:window-height-budget	The residual weight step needs image degrees 2s+r <= N/4, so tree height N/8-r suffices for the window and N is a free polylogarithmic parameter; heavy queries number at most 2N+1 on any path, so every literal reader switches at every polynomial size with height 6N+3c, and the open mixed-term obligation is a constant-factor bound (at most N/24 heavy queries on paths with few light answers)
lem:alive-unmatched-comparison	For any pair set P in the random-flat family, Pr[some pair alive and none matched] <= 45(N+1)^2 ln(n)/n * Pr[some pair matched]; no structure of P or of the flat is used
lem:tail-comparison	A light tail on at most r-1 rows is alive but not satisfied by the restriction with probability at most 2(r-1)2^w(N+1)/n times the probability that it is satisfied, also conditionally on the other rows and the flat
